0,0,0,0,3.094327411767482e-01
1,0,0,0,2.492955473144572e-02
0,1,0,0,1.554623979540969e-01
1,1,0,0,2.492955473144574e-02
0,0,1,0,1.554623979540970e-01
1,0,1,0,4.652277365722860e-02
0,1,1,0,6.399205473144570e-02
1,1,1,0,4.652277365722862e-02
0,0,0,1,2.492955473144571e-02
1,0,0,1,7.460273657228613e-03
0,1,0,1,4.652277365722861e-02
1,1,0,1,7.460273657228615e-03
0,0,1,1,2.492955473144571e-02
1,0,1,1,7.460273657228611e-03
0,1,1,1,4.652277365722858e-02
1,1,1,1,7.460273657228610e-03
